distName,Parameter,Value
LALXN33162/RET-2,antOperGain,171
LALXN33162/RET-2,antBearing,0
LALXN33162/RET-2,antModel,80010992_Y2
LALXN33162/RET-2,antSerial,I0K3928275
LALXN33162/RET-2,calibrate,0
LALXN33162/RET-2,configFileDlNeeded,0
LALXN33162/RET-2,connection,0
LALXN33162/RET-2,hwVersion,HW_V_A00
LALXN33162/RET-2,manufacturer,KA
LALXN33162/RET-2,maxAngle,120
LALXN33162/RET-2,mechanicalAngle,0
LALXN33162/RET-2,minAngle,25
LALXN33162/RET-2,prodCode,86010153V01
LALXN33162/RET-2,retAntUnitNumber,1
LALXN33162/RET-2,retDeviceType,0
LALXN33162/RET-2,scannedAntennaInterface,-2001
LALXN33162/RET-2,serNum,C6K0422255-Y2
LALXN33162/RET-2,swVersion,FW_V02.02.00
LALXN33162/RET-3,$modifier,CMDACC
LALXN33162/RET-3,$state,operational
LALXN33162/RET-3,angle,50
LALXN33162/RET-3,antBeamwidth,66
LALXN33162/RET-3,antFreqBand,5
LALXN33162/RET-3,antOperGain,157
LALXN33162/RET-3,antBeamwidth,65
LALXN33162/RET-3,antFreqBand,8
LALXN33162/RET-3,antOperGain,161
LALXN33162/RET-3,antBeamwidth,65
LALXN33162/RET-3,antFreqBand,12
LALXN33162/RET-3,antOperGain,163
LALXN33162/RET-3,antBeamwidth,64
LALXN33162/RET-3,antFreqBand,20
LALXN33162/RET-3,antOperGain,164
LALXN33162/RET-3,antBearing,0
LALXN33162/RET-3,antModel,80010992_R1
LALXN33162/RET-3,antSerial,I0K3928275
LALXN33162/RET-3,calibrate,0
LALXN33162/RET-3,configFileDlNeeded,0
LALXN33162/RET-3,connection,0
LALXN33162/RET-3,hwVersion,HW_V_A00
LALXN33162/RET-3,manufacturer,KA
LALXN33162/RET-3,maxAngle,100
LALXN33162/RET-3,mechanicalAngle,0
LALXN33162/RET-3,minAngle,10
LALXN33162/RET-3,prodCode,86010153V01
LALXN33162/RET-3,retAntUnitNumber,1
LALXN33162/RET-3,retDeviceType,0
LALXN33162/RET-3,scannedAntennaInterface,-2001
LALXN33162/RET-3,serNum,C6K0422255-R1
LALXN33162/RET-3,swVersion,FW_V02.02.00
LALXN33162/RET-4,$modifier,CMDACC
LALXN33162/RET-4,$state,operational
LALXN33162/RET-4,angle,120
LALXN33162/RET-4,antBeamwidth,64
LALXN33162/RET-4,antFreqBand,1
LALXN33162/RET-4,antOperGain,170
LALXN33162/RET-4,antBeamwidth,64
LALXN33162/RET-4,antFreqBand,2
LALXN33162/RET-4,antOperGain,173
LALXN33162/RET-4,antBeamwidth,60
LALXN33162/RET-4,antFreqBand,3
LALXN33162/RET-4,antOperGain,176
LALXN33162/RET-4,antBeamwidth,56
LALXN33162/RET-4,antFreqBand,7
LALXN33162/RET-4,antOperGain,171
LALXN33162/RET-4,antBearing,0
LALXN33162/RET-4,antModel,80010992_Y3
LALXN33162/RET-4,antSerial,I0K3928326
LALXN33162/RET-4,calibrate,0
LALXN33162/RET-4,configFileDlNeeded,0
LALXN33162/RET-4,connection,2
LALXN33162/RET-4,hwVersion,HW_V_A00
LALXN33162/RET-4,manufacturer,KA
LALXN33162/RET-4,maxAngle,120
LALXN33162/RET-4,mechanicalAngle,0
LALXN33162/RET-4,minAngle,25
LALXN33162/RET-4,prodCode,86010153V01
LALXN33162/RET-4,retAntUnitNumber,1
LALXN33162/RET-4,retDeviceType,0
LALXN33162/RET-4,scannedAntennaInterface,-2001
LALXN33162/RET-4,serNum,E4K3162261-Y3
LALXN33162/RET-4,swVersion,FW_V02.02.00
LALXN33162/RET-5,$modifier,CMDACC
LALXN33162/RET-5,$state,operational
LALXN33162/RET-5,angle,40
LALXN33162/RET-5,antBeamwidth,64
LALXN33162/RET-5,antFreqBand,1
LALXN33162/RET-5,antOperGain,169
LALXN33162/RET-5,antBeamwidth,62
LALXN33162/RET-5,antFreqBand,2
LALXN33162/RET-5,antOperGain,173
LALXN33162/RET-5,antBeamwidth,60
LALXN33162/RET-5,antFreqBand,3
LALXN33162/RET-5,antOperGain,175
LALXN33162/RET-5,antBeamwidth,58
LALXN33162/RET-5,antFreqBand,7
LALXN33162/RET-5,antOperGain,171
LALXN33162/RET-5,antBearing,0
LALXN33162/RET-5,antModel,80010992_Y2
LALXN33162/RET-5,antSerial,I0K3928326
LALXN33162/RET-5,calibrate,0
LALXN33162/RET-5,configFileDlNeeded,0
LALXN33162/RET-5,connection,0
LALXN33162/RET-5,hwVersion,HW_V_A00
LALXN33162/RET-5,manufacturer,KA
LALXN33162/RET-5,maxAngle,120
LALXN33162/RET-5,mechanicalAngle,0
LALXN33162/RET-5,minAngle,25
LALXN33162/RET-5,prodCode,86010153V01
LALXN33162/RET-5,retAntUnitNumber,1
LALXN33162/RET-5,retDeviceType,0
LALXN33162/RET-5,scannedAntennaInterface,-2001
LALXN33162/RET-5,serNum,E4K3162261-Y2
LALXN33162/RET-5,swVersion,FW_V02.02.00
LALXN33162/RET-6,$modifier,CMDACC
LALXN33162/RET-6,$state,operational
LALXN33162/RET-6,angle,120
LALXN33162/RET-6,antBeamwidth,64
LALXN33162/RET-6,antFreqBand,1
LALXN33162/RET-6,antOperGain,170
LALXN33162/RET-6,antBeamwidth,64
LALXN33162/RET-6,antFreqBand,2
LALXN33162/RET-6,antOperGain,173
LALXN33162/RET-6,antBeamwidth,60
LALXN33162/RET-6,antFreqBand,3
LALXN33162/RET-6,antOperGain,176
LALXN33162/RET-6,antBeamwidth,56
LALXN33162/RET-6,antFreqBand,7
LALXN33162/RET-6,antOperGain,171
LALXN33162/RET-6,antBearing,0
LALXN33162/RET-6,antModel,80010992_Y3
LALXN33162/RET-6,antSerial,I0K3928319
LALXN33162/RET-6,calibrate,0
LALXN33162/RET-6,configFileDlNeeded,0
LALXN33162/RET-6,connection,2
LALXN33162/RET-6,hwVersion,HW_V_A00
LALXN33162/RET-6,manufacturer,KA
LALXN33162/RET-6,maxAngle,120
LALXN33162/RET-6,mechanicalAngle,0
LALXN33162/RET-6,minAngle,25
LALXN33162/RET-6,prodCode,86010153V01
LALXN33162/RET-6,retAntUnitNumber,1
LALXN33162/RET-6,retDeviceType,0
LALXN33162/RET-6,scannedAntennaInterface,-2001
LALXN33162/RET-6,serNum,E4K3162264-Y3
LALXN33162/RET-6,swVersion,FW_V02.02.00
LALXN33162/RET-7,$modifier,CMDACC
LALXN33162/RET-7,$state,operational
LALXN33162/RET-7,angle,50
LALXN33162/RET-7,antBeamwidth,64
LALXN33162/RET-7,antFreqBand,1
LALXN33162/RET-7,antOperGain,169
LALXN33162/RET-7,antBeamwidth,62
LALXN33162/RET-7,antFreqBand,2
LALXN33162/RET-7,antOperGain,173
LALXN33162/RET-7,antBeamwidth,60
LALXN33162/RET-7,antFreqBand,3
LALXN33162/RET-7,antOperGain,175
LALXN33162/RET-7,antBeamwidth,58
LALXN33162/RET-7,antFreqBand,7
LALXN33162/RET-7,antOperGain,171
LALXN33162/RET-7,antBearing,0
LALXN33162/RET-7,antModel,80010992_Y2
LALXN33162/RET-7,antSerial,I0K3928319
LALXN33162/RET-7,calibrate,0
LALXN33162/RET-7,configFileDlNeeded,0
LALXN33162/RET-7,connection,0
LALXN33162/RET-7,hwVersion,HW_V_A00
LALXN33162/RET-7,manufacturer,KA
LALXN33162/RET-7,maxAngle,120
LALXN33162/RET-7,mechanicalAngle,0
LALXN33162/RET-7,minAngle,25
LALXN33162/RET-7,prodCode,86010153V01
LALXN33162/RET-7,retAntUnitNumber,1
LALXN33162/RET-7,retDeviceType,0
LALXN33162/RET-7,scannedAntennaInterface,-2001
LALXN33162/RET-7,serNum,E4K3162264-Y2
LALXN33162/RET-7,swVersion,FW_V02.02.00
LALXN33162/RET-8,$modifier,CMDACC
LALXN33162/RET-8,$state,operational
LALXN33162/RET-8,angle,50
LALXN33162/RET-8,antBeamwidth,66
LALXN33162/RET-8,antFreqBand,5
LALXN33162/RET-8,antOperGain,157
LALXN33162/RET-8,antBeamwidth,65
LALXN33162/RET-8,antFreqBand,8
LALXN33162/RET-8,antOperGain,161
LALXN33162/RET-8,antBeamwidth,65
LALXN33162/RET-8,antFreqBand,12
LALXN33162/RET-8,antOperGain,163
LALXN33162/RET-8,antBeamwidth,64
LALXN33162/RET-8,antFreqBand,20
LALXN33162/RET-8,antOperGain,164
LALXN33162/RET-8,antBearing,0
LALXN33162/RET-8,antModel,80010992_R1
LALXN33162/RET-8,antSerial,I0K3928326
LALXN33162/RET-8,calibrate,0
LALXN33162/RET-8,configFileDlNeeded,0
LALXN33162/RET-8,connection,0
LALXN33162/RET-8,hwVersion,HW_V_A00
LALXN33162/RET-8,manufacturer,KA
LALXN33162/RET-8,maxAngle,100
LALXN33162/RET-8,mechanicalAngle,0
LALXN33162/RET-8,minAngle,10
LALXN33162/RET-8,prodCode,86010153V01
LALXN33162/RET-8,retAntUnitNumber,1
LALXN33162/RET-8,retDeviceType,0
LALXN33162/RET-8,scannedAntennaInterface,-2001
LALXN33162/RET-8,serNum,E4K3162261-R1
LALXN33162/RET-8,swVersion,FW_V02.02.00
LALXN33162/RET-9,$modifier,CMDACC
LALXN33162/RET-9,$state,operational
LALXN33162/RET-9,angle,120
LALXN33162/RET-9,antBeamwidth,63
LALXN33162/RET-9,antFreqBand,1
LALXN33162/RET-9,antOperGain,170
LALXN33162/RET-9,antBeamwidth,63
LALXN33162/RET-9,antFreqBand,2
LALXN33162/RET-9,antOperGain,173
LALXN33162/RET-9,antBeamwidth,60
LALXN33162/RET-9,antFreqBand,3
LALXN33162/RET-9,antOperGain,175
LALXN33162/RET-9,antBeamwidth,60
LALXN33162/RET-9,antFreqBand,7
LALXN33162/RET-9,antOperGain,170
LALXN33162/RET-9,antBearing,0
LALXN33162/RET-9,antModel,80010992_Y1
LALXN33162/RET-9,antSerial,I0K3928275
LALXN33162/RET-9,calibrate,0
LALXN33162/RET-9,configFileDlNeeded,0
LALXN33162/RET-9,connection,2
LALXN33162/RET-9,hwVersion,HW_V_A00
LALXN33162/RET-9,manufacturer,KA
LALXN33162/RET-9,maxAngle,120
LALXN33162/RET-9,mechanicalAngle,0
LALXN33162/RET-9,minAngle,25
LALXN33162/RET-9,prodCode,86010153V01
LALXN33162/RET-9,retAntUnitNumber,1
LALXN33162/RET-9,retDeviceType,0
LALXN33162/RET-9,scannedAntennaInterface,-2001
LALXN33162/RET-9,serNum,C6K0422255-Y1
LALXN33162/RET-9,swVersion,FW_V02.02.00
LALXN33162/LNBTS-33162/LNCEL-1,$modifier,CMDACC
LALXN33162/LNBTS-33162/LNCEL-1,$state,operational
LALXN33162/LNBTS-33162/LNCEL-1,angle,50
LALXN33162/LNBTS-33162/LNCEL-1,mcc,602
LALXN33162/LNBTS-33162/LNCEL-1,mnc,04
LALXN33162/LNBTS-33162/LNCEL-1,a1TimeToTriggerDeactInterMeas,9
LALXN33162/LNBTS-33162/LNCEL-1,a2RedirectQci1,0
LALXN33162/LNBTS-33162/LNCEL-1,a2TimeToTriggerActGERANMeas,9
LALXN33162/LNBTS-33162/LNCEL-1,a2TimeToTriggerActInterFreqMeas,9
LALXN33162/LNBTS-33162/LNCEL-1,a2TimeToTriggerActWcdmaMeas,9
LALXN33162/LNBTS-33162/LNCEL-1,a2TimeToTriggerRedirect,7
LALXN33162/LNBTS-33162/LNCEL-1,a3Offset,6
LALXN33162/LNBTS-33162/LNCEL-1,a3ReportInterval,3
LALXN33162/LNBTS-33162/LNCEL-1,a3TimeToTrigger,8
LALXN33162/LNBTS-33162/LNCEL-1,a5ReportInterval,3
LALXN33162/LNBTS-33162/LNCEL-1,a5TimeToTrigger,8
LALXN33162/LNBTS-33162/LNCEL-1,act1TxIn2Tx,0
LALXN33162/LNBTS-33162/LNCEL-1,actAutoPucchAlloc,0
LALXN33162/LNBTS-33162/LNCEL-1,actCombSuperCell,0
LALXN33162/LNBTS-33162/LNCEL-1,actCsiRsSubFNonTM9Sch,0
LALXN33162/LNBTS-33162/LNCEL-1,actDataSessionProf,0
LALXN33162/LNBTS-33162/LNCEL-1,actDlsOldtc,0
LALXN33162/LNBTS-33162/LNCEL-1,actDlsVoicePacketAgg,0
LALXN33162/LNBTS-33162/LNCEL-1,actDrx,1
LALXN33162/LNBTS-33162/LNCEL-1,actDrxDuringMeasGap,0
LALXN33162/LNBTS-33162/LNCEL-1,actEicic,0
LALXN33162/LNBTS-33162/LNCEL-1,actFastMimoSwitch,0
LALXN33162/LNBTS-33162/LNCEL-1,actLdPdcch,1
LALXN33162/LNBTS-33162/LNCEL-1,actLiquidCell,0
LALXN33162/LNBTS-33162/LNCEL-1,actMicroDtx,0
LALXN33162/LNBTS-33162/LNCEL-1,actModulationSchemeDl,2
LALXN33162/LNBTS-33162/LNCEL-1,actModulationSchemeUL,2
LALXN33162/LNBTS-33162/LNCEL-1,actNBIoT,0
LALXN33162/LNBTS-33162/LNCEL-1,actNbrForNonGbrBearers,0
LALXN33162/LNBTS-33162/LNCEL-1,actNoIntraBandIFMeasurements,0
LALXN33162/LNBTS-33162/LNCEL-1,actOlLaPdcch,1
LALXN33162/LNBTS-33162/LNCEL-1,actOtdoa,0
LALXN33162/LNBTS-33162/LNCEL-1,actProactSchedBySrb,1
LALXN33162/LNBTS-33162/LNCEL-1,actPrsTxDiv,0
LALXN33162/LNBTS-33162/LNCEL-1,actPuschMask,0
LALXN33162/LNBTS-33162/LNCEL-1,actQci1RfDrx,0
LALXN33162/LNBTS-33162/LNCEL-1,actQci1eVTT,0
LALXN33162/LNBTS-33162/LNCEL-1,actRepeaterMode,0
LALXN33162/LNBTS-33162/LNCEL-1,actSdlc,0
LALXN33162/LNBTS-33162/LNCEL-1,actSixIfMeasurements,0
LALXN33162/LNBTS-33162/LNCEL-1,actSmartDrx,1
LALXN33162/LNBTS-33162/LNCEL-1,actSrb1Robustness,0
LALXN33162/LNBTS-33162/LNCEL-1,actSuperCell,0
LALXN33162/LNBTS-33162/LNCEL-1,actTtiBundling,0
LALXN33162/LNBTS-33162/LNCEL-1,actUciOnlyGrants,0
LALXN33162/LNBTS-33162/LNCEL-1,actUlGrpHop,0
LALXN33162/LNBTS-33162/LNCEL-1,actUlLnkAdp,6
LALXN33162/LNBTS-33162/LNCEL-1,actUlMultiCluster,0
LALXN33162/LNBTS-33162/LNCEL-1,actUlpcMethod,7
LALXN33162/LNBTS-33162/LNCEL-1,actUlpcRachPwrCtrl,0
LALXN33162/LNBTS-33162/LNCEL-1,actVoipCovBoost,0
LALXN33162/LNBTS-33162/LNCEL-1,addGbrTrafficRrHo,5
LALXN33162/LNBTS-33162/LNCEL-1,addGbrTrafficTcHo,10
LALXN33162/LNBTS-33162/LNCEL-1,addNumDrbRadioReasHo,35
LALXN33162/LNBTS-33162/LNCEL-1,addNumDrbTimeCriticalHo,60
LALXN33162/LNBTS-33162/LNCEL-1,addNumQci1DrbRadioReasHo,15
LALXN33162/LNBTS-33162/LNCEL-1,addNumQci1DrbTimeCriticalHo,20
LALXN33162/LNBTS-33162/LNCEL-1,addSpectrEmi,1
LALXN33162/LNBTS-33162/LNCEL-1,administrativeState,1
LALXN33162/LNBTS-33162/LNCEL-1,allowPbIndexZero,0
LALXN33162/LNBTS-33162/LNCEL-1,amleMaxNumHo,10
LALXN33162/LNBTS-33162/LNCEL-1,amlePeriodLoadExchange,1000
LALXN33162/LNBTS-33162/LNCEL-1,blankedPucch,0
LALXN33162/LNBTS-33162/LNCEL-1,caPoolId,1
LALXN33162/LNBTS-33162/LNCEL-1,cellIndOffServ,15
LALXN33162/LNBTS-33162/LNCEL-1,cellName,LALXN33162_1
LALXN33162/LNBTS-33162/LNCEL-1,cellPwrRedForMBMS,0
LALXN33162/LNBTS-33162/LNCEL-1,cellResourceSharingMode,0
LALXN33162/LNBTS-33162/LNCEL-1,cellType,3
LALXN33162/LNBTS-33162/LNCEL-1,cqiAperEnable,1
LALXN33162/LNBTS-33162/LNCEL-1,cqiAperMode,1
LALXN33162/LNBTS-33162/LNCEL-1,cqiPerSbCycK,1
LALXN33162/LNBTS-33162/LNCEL-1,cqiPerSimulAck,1
LALXN33162/LNBTS-33162/LNCEL-1,creCqiAvg,50
LALXN33162/LNBTS-33162/LNCEL-1,csgType,0
LALXN33162/LNBTS-33162/LNCEL-1,dFpucchF1,1
LALXN33162/LNBTS-33162/LNCEL-1,dFpucchF1b,0
LALXN33162/LNBTS-33162/LNCEL-1,dFpucchF2,1
LALXN33162/LNBTS-33162/LNCEL-1,dFpucchF2a,1
LALXN33162/LNBTS-33162/LNCEL-1,dFpucchF2b,1
LALXN33162/LNBTS-33162/LNCEL-1,dSrTransMax,4
LALXN33162/LNBTS-33162/LNCEL-1,defPagCyc,1
LALXN33162/LNBTS-33162/LNCEL-1,deltaLbCioMargin,0
LALXN33162/LNBTS-33162/LNCEL-1,deltaPreMsg3,1
LALXN33162/LNBTS-33162/LNCEL-1,deltaTfEnabled,0
LALXN33162/LNBTS-33162/LNCEL-1,dlCellPwrRed,0
LALXN33162/LNBTS-33162/LNCEL-1,dlChBw,100
LALXN33162/LNBTS-33162/LNCEL-1,dlInterferenceEnable,0
LALXN33162/LNBTS-33162/LNCEL-1,dlInterferenceLevel,0
LALXN33162/LNBTS-33162/LNCEL-1,dlInterferenceModulation,0
LALXN33162/LNBTS-33162/LNCEL-1,dlMimoMode,40
LALXN33162/LNBTS-33162/LNCEL-1,dlOlqcEnable,1
LALXN33162/LNBTS-33162/LNCEL-1,dlPathlossChg,1
LALXN33162/LNBTS-33162/LNCEL-1,dlPcfichBoost,0
LALXN33162/LNBTS-33162/LNCEL-1,dlPhichBoost,0
LALXN33162/LNBTS-33162/LNCEL-1,dlRsBoost,1300
LALXN33162/LNBTS-33162/LNCEL-1,dlTargetBler,100
LALXN33162/LNBTS-33162/LNCEL-1,dlamcCqiDef,2
LALXN33162/LNBTS-33162/LNCEL-1,dlamcEnable,1
LALXN33162/LNBTS-33162/LNCEL-1,dlpcMimoComp,0
LALXN33162/LNBTS-33162/LNCEL-1,dlsDciCch,0
LALXN33162/LNBTS-33162/LNCEL-1,dlsOldtcTarget,98
LALXN33162/LNBTS-33162/LNCEL-1,dlsUsePartPrb,2
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxInactivityT,10
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxLongCycle,160
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxOnDuratT,6
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxProfileIndex,101
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxProfilePriority,30
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile101drxRetransT,4
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxInactivityT,20
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxLongCycle,1280
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxOnDuratT,10
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxProfileIndex,102
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxProfilePriority,30
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile102drxRetransT,16
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxInactivityT,10
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxLongCycle,160
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxOnDuratT,6
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxProfileIndex,103
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxProfilePriority,30
LALXN33162/LNBTS-33162/LNCEL-1,drxProfile103drxRetransT,16
LALXN33162/LNBTS-33162/LNCEL-1,eIcicAbsAdaptationBeta,10
LALXN33162/LNBTS-33162/LNCEL-1,eIcicAbsAdaptationThreshold0To1,5
LALXN33162/LNBTS-33162/LNCEL-1,eIcicAbsDeltaAdjustment,6
LALXN33162/LNBTS-33162/LNCEL-1,eIcicAbsPatChangeDelayT,40
LALXN33162/LNBTS-33162/LNCEL-1,eIcicCreDelta,2
LALXN33162/LNBTS-33162/LNCEL-1,eIcicMaxMutePattern,4
LALXN33162/LNBTS-33162/LNCEL-1,eIcicMaxNumPartners,10
LALXN33162/LNBTS-33162/LNCEL-1,eIcicMp0DelayT,10
LALXN33162/LNBTS-33162/LNCEL-1,eIcicPartnerCacAbsTarget,10
LALXN33162/LNBTS-33162/LNCEL-1,eIcicPartnerCacTarget,10
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaAtbPeriod,30
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaBlerAveWin,30
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaDeltaMcs,3
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaLowMcsThr,1
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaLowPrbThr,1
LALXN33162/LNBTS-33162/LNCEL-1,eUlLaPrbIncDecFactor,14
LALXN33162/LNBTS-33162/LNCEL-1,earfcnDL,9260
LALXN33162/LNBTS-33162/LNCEL-1,earfcnUL,27260
LALXN33162/LNBTS-33162/LNCEL-1,ecidMeasSupervisionTimer,3000
LALXN33162/LNBTS-33162/LNCEL-1,enableAmcPdcch,1
LALXN33162/LNBTS-33162/LNCEL-1,enableBetterCellHo,1
LALXN33162/LNBTS-33162/LNCEL-1,enableCovHo,0
LALXN33162/LNBTS-33162/LNCEL-1,enableLowAgg,1
LALXN33162/LNBTS-33162/LNCEL-1,enablePcPdcch,1
LALXN33162/LNBTS-33162/LNCEL-1,energySavingState,0
LALXN33162/LNBTS-33162/LNCEL-1,eutraCelId,8489473
LALXN33162/LNBTS-33162/LNCEL-1,expectedCellSize,4
LALXN33162/LNBTS-33162/LNCEL-1,fUlLAAtbTrigThr,-2
LALXN33162/LNBTS-33162/LNCEL-1,filterCoeff,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientCSFBCpichEcn0,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientCSFBCpichRscp,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientCpichEcn0,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientCpichRscp,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientRSRP,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientRSRQ,4
LALXN33162/LNBTS-33162/LNCEL-1,filterCoefficientRSSI,2
LALXN33162/LNBTS-33162/LNCEL-1,gbrCongHandling,2
LALXN33162/LNBTS-33162/LNCEL-1,grpAssigPUSCH,0
LALXN33162/LNBTS-33162/LNCEL-1,harqMaxMsg3,5
LALXN33162/LNBTS-33162/LNCEL-1,harqMaxTrDl,7
LALXN33162/LNBTS-33162/LNCEL-1,harqMaxTrUlTtiBundling,12
LALXN33162/LNBTS-33162/LNCEL-1,harqMaxTxUl,7
LALXN33162/LNBTS-33162/LNCEL-1,hopModePusch,0
LALXN33162/LNBTS-33162/LNCEL-1,hysA3Offset,2
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold2GERAN,0
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold2InterFreq,0
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold2Wcdma,0
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold2a,0
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold3,0
LALXN33162/LNBTS-33162/LNCEL-1,hysThreshold4,0
LALXN33162/LNBTS-33162/LNCEL-1,iFServiceBasedHoRetryTimer,60
LALXN33162/LNBTS-33162/LNCEL-1,idleLBCapThresh,100
LALXN33162/LNBTS-33162/LNCEL-1,idleLBPercCaUe,0
LALXN33162/LNBTS-33162/LNCEL-1,idleLBPercentageOfUes,0
LALXN33162/LNBTS-33162/LNCEL-1,ilReacTimerUl,20
LALXN33162/LNBTS-33162/LNCEL-1,inactivityTimer,10
LALXN33162/LNBTS-33162/LNCEL-1,iniMcsDl,4
LALXN33162/LNBTS-33162/LNCEL-1,iniMcsUl,2
LALXN33162/LNBTS-33162/LNCEL-1,iniPrbsUl,4
LALXN33162/LNBTS-33162/LNCEL-1,lbLoadFilCoeff,4
LALXN33162/LNBTS-33162/LNCEL-1,lcrId,1
LALXN33162/LNBTS-33162/LNCEL-1,longPeriodScellChEst,2000
LALXN33162/LNBTS-33162/LNCEL-1,lowerMarginCio,-10
LALXN33162/LNBTS-33162/LNCEL-1,maxBitrateDl,300000
LALXN33162/LNBTS-33162/LNCEL-1,maxBitrateUl,75000
LALXN33162/LNBTS-33162/LNCEL-1,maxCrPgDl,12
LALXN33162/LNBTS-33162/LNCEL-1,maxCrRa4Dl,5
LALXN33162/LNBTS-33162/LNCEL-1,maxCrRaDl,5
LALXN33162/LNBTS-33162/LNCEL-1,maxCrSibDl,26
LALXN33162/LNBTS-33162/LNCEL-1,maxGbrTrafficLimit,75
LALXN33162/LNBTS-33162/LNCEL-1,maxNbrTrafficLimit,90
LALXN33162/LNBTS-33162/LNCEL-1,maxNrSymPdcch,3
LALXN33162/LNBTS-33162/LNCEL-1,maxNumActDrb,660
LALXN33162/LNBTS-33162/LNCEL-1,maxNumActUE,220
LALXN33162/LNBTS-33162/LNCEL-1,maxNumCaConfUe,50
LALXN33162/LNBTS-33162/LNCEL-1,maxNumCaConfUe3c,20
LALXN33162/LNBTS-33162/LNCEL-1,maxNumCaConfUeDc,50
LALXN33162/LNBTS-33162/LNCEL-1,maxNumQci1Drb,100
LALXN33162/LNBTS-33162/LNCEL-1,maxNumScells,1
LALXN33162/LNBTS-33162/LNCEL-1,maxNumUeDl,14
LALXN33162/LNBTS-33162/LNCEL-1,maxNumUeUl,14
LALXN33162/LNBTS-33162/LNCEL-1,maxPrbsPerNbrUe,30
LALXN33162/LNBTS-33162/LNCEL-1,mbrSelector,0
LALXN33162/LNBTS-33162/LNCEL-1,measQuantityCSFBUtra,1
LALXN33162/LNBTS-33162/LNCEL-1,measQuantityUtra,0
LALXN33162/LNBTS-33162/LNCEL-1,mimoClCqiThD,70
LALXN33162/LNBTS-33162/LNCEL-1,mimoClCqiThU,80
LALXN33162/LNBTS-33162/LNCEL-1,mimoClRiThD,28
LALXN33162/LNBTS-33162/LNCEL-1,mimoClRiThU,32
LALXN33162/LNBTS-33162/LNCEL-1,mimoOlCqiThD,70
LALXN33162/LNBTS-33162/LNCEL-1,mimoOlCqiThU,80
LALXN33162/LNBTS-33162/LNCEL-1,mimoOlRiThD,28
LALXN33162/LNBTS-33162/LNCEL-1,mimoOlRiThU,32
LALXN33162/LNBTS-33162/LNCEL-1,minBitrateDl,30
LALXN33162/LNBTS-33162/LNCEL-1,minBitrateUl,30
LALXN33162/LNBTS-33162/LNCEL-1,mobStateParamNCelChgHgh,10
LALXN33162/LNBTS-33162/LNCEL-1,mobStateParamNCelChgMed,5
LALXN33162/LNBTS-33162/LNCEL-1,mobStateParamTEval,0
LALXN33162/LNBTS-33162/LNCEL-1,mobStateParamTHystNorm,0
LALXN33162/LNBTS-33162/LNCEL-1,multLoadMeasRrm,2
LALXN33162/LNBTS-33162/LNCEL-1,multLoadMeasRrmEicic,2
LALXN33162/LNBTS-33162/LNCEL-1,nbrCongHandling,1
LALXN33162/LNBTS-33162/LNCEL-1,offsetFreqIntra,15
LALXN33162/LNBTS-33162/LNCEL-1,operationalState,1
LALXN33162/LNBTS-33162/LNCEL-1,p0NomPucch,-106
LALXN33162/LNBTS-33162/LNCEL-1,p0NomPusch,-80
LALXN33162/LNBTS-33162/LNCEL-1,pMax,460
LALXN33162/LNBTS-33162/LNCEL-1,pagingNb,2
LALXN33162/LNBTS-33162/LNCEL-1,pdcchAggDefUe,2
LALXN33162/LNBTS-33162/LNCEL-1,pdcchAggMsg4,8
LALXN33162/LNBTS-33162/LNCEL-1,pdcchAggPaging,4
